age,gender,country,highest_deg,code_experience,current_title,industry,company_size,annual_comp
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Master’s degree,1-3 years,Currently not employed,,,
22-24,Man,United States of America,Bachelor’s degree,5-10 years,,,,
18-21,Woman,India,Bachelor’s degree,< 1 years,,,,
40-44,Woman,Nigeria,Master’s degree,I have never written code,,,,
22-24,Man,India,Master’s degree,1-3 years,,,,
60-69,Man,United States of America,Master’s degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,50-249 employees,"100,000-124,999"
30-34,Man,China,Master’s degree,3-5 years,Software Engineer,Computers/Technology,0-49 employees,"1,000-1,999"
50-54,Man,India,Professional doctorate,5-10 years,Data Scientist,Academics/Education,250-999 employees,"30,000-39,999"
22-24,Man,Indonesia,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Woman,Bangladesh,Bachelor’s degree,< 1 years,,,,
40-44,Woman,India,Master’s degree,3-5 years,Teacher / professor,Academics/Education,50-249 employees,$0-999
30-34,Man,India,Master’s degree,< 1 years,,,,
45-49,Man,Other,Some college/university study without earning a bachelor’s degree,< 1 years,Data Administrator,Other,250-999 employees,"2,000-2,999"
25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
18-21,Man,Other,Bachelor’s degree,1-3 years,,,,
70+,Man,United States of America,Some college/university study without earning a bachelor’s degree,10-20 years,Software Engineer,Online Service/Internet-based Services,0-49 employees,"25,000-29,999"
40-44,Man,Portugal,Bachelor’s degree,10-20 years,,,,
22-24,Woman,Argentina,Master’s degree,3-5 years,,,,
25-29,Man,Other,Master’s degree,1-3 years,Research Scientist,Government/Public Service,50-249 employees,"10,000-14,999"
25-29,Man,Other,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
25-29,Man,Thailand,I prefer not to answer,I have never written code,Currently not employed,,,
40-44,Man,United States of America,Doctoral degree,10-20 years,,,,
30-34,Woman,India,,,,,,
25-29,Man,France,Master’s degree,1-3 years,,,,
45-49,Man,Indonesia,No formal education past high school,5-10 years,Software Engineer,Computers/Technology,0-49 employees,"2,000-2,999"
50-54,Woman,India,Master’s degree,20+ years,Currently not employed,,,
25-29,Man,Mexico,Master’s degree,< 1 years,,,,
22-24,Man,Indonesia,Some college/university study without earning a bachelor’s degree,10-20 years,,,,
40-44,Woman,Ukraine,Master’s degree,10-20 years,Software Engineer,Manufacturing/Fabrication,50-249 employees,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,I have never written code,Other,Other,0-49 employees,"3,000-3,999"
25-29,Man,China,Master’s degree,< 1 years,,,,
30-34,Man,Pakistan,Doctoral degree,5-10 years,,,,
40-44,Man,India,Some college/university study without earning a bachelor’s degree,< 1 years,Teacher / professor,Academics/Education,0-49 employees,"15,000-19,999"
25-29,Woman,India,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,250-999 employees,"15,000-19,999"
40-44,Man,Brazil,I prefer not to answer,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Broadcasting/Communications,"1000-9,999 employees",
30-34,Man,Japan,Master’s degree,3-5 years,Machine Learning/ MLops Engineer,Other,250-999 employees,"30,000-39,999"
25-29,Woman,Pakistan,Doctoral degree,1-3 years,,,,
45-49,Man,Netherlands,Doctoral degree,20+ years,Research Scientist,Non-profit/Service,250-999 employees,"100,000-124,999"
25-29,Man,Sri Lanka,Bachelor’s degree,1-3 years,,,,
40-44,Woman,India,I prefer not to answer,I have never written code,Teacher / professor,Academics/Education,50-249 employees,
18-21,Man,Zimbabwe,Bachelor’s degree,< 1 years,,,,
30-34,Man,Other,Master’s degree,< 1 years,,,,
30-34,Man,Kenya,Some college/university study without earning a bachelor’s degree,1-3 years,Currently not employed,,,
40-44,Man,India,Master’s degree,< 1 years,,,,
22-24,Man,Turkey,Master’s degree,5-10 years,,,,
40-44,Man,Turkey,Doctoral degree,10-20 years,Software Engineer,Computers/Technology,50-249 employees,"20,000-24,999"
25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
35-39,Woman,United States of America,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,50-249 employees,"60,000-69,999"
25-29,Man,Other,Bachelor’s degree,< 1 years,,,,
30-34,Woman,United States of America,Master’s degree,< 1 years,Data Administrator,Non-profit/Service,0-49 employees,"50,000-59,999"
30-34,Woman,India,Master’s degree,5-10 years,Software Engineer,Insurance/Risk Assessment,"1000-9,999 employees","15,000-19,999"
22-24,Man,Egypt,Bachelor’s degree,1-3 years,,,,
45-49,Man,Other,Doctoral degree,3-5 years,,,,
22-24,Man,United States of America,Bachelor’s degree,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,50-249 employees,
22-24,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Man,Chile,Master’s degree,5-10 years,Teacher / professor,Academics/Education,"1000-9,999 employees","20,000-24,999"
25-29,Woman,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,,,,,,
40-44,Man,Brazil,Doctoral degree,3-5 years,Research Scientist,Academics/Education,"1000-9,999 employees",$0-999
22-24,Man,China,Bachelor’s degree,1-3 years,,,,
30-34,Woman,Turkey,Professional doctorate,1-3 years,,,,
22-24,Woman,Turkey,Bachelor’s degree,1-3 years,,,,
25-29,Man,Other,Doctoral degree,1-3 years,,,,
25-29,Woman,India,Master’s degree,< 1 years,,,,
60-69,Man,Japan,I prefer not to answer,20+ years,Teacher / professor,Academics/Education,50-249 employees,"70,000-79,999"
25-29,Man,Other,Master’s degree,3-5 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Poland,Master’s degree,I have never written code,,,,
25-29,Man,India,Master’s degree,3-5 years,Engineer (non-software),Broadcasting/Communications,"10,000 or more employees","10,000-14,999"
18-21,Man,Indonesia,Bachelor’s degree,1-3 years,,,,
18-21,Woman,I do not wish to disclose my location,Bachelor’s degree,1-3 years,,,,
30-34,Woman,China,Doctoral degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Marketing/CRM,250-999 employees,"1,000-1,999"
40-44,Woman,Egypt,I prefer not to answer,1-3 years,,,,
22-24,Man,United States of America,Master’s degree,1-3 years,,,,
35-39,Man,Other,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Some college/university study without earning a bachelor’s degree,1-3 years,Machine Learning/ MLops Engineer,Computers/Technology,0-49 employees,$0-999
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
35-39,Man,India,Doctoral degree,20+ years,,,,
30-34,Man,Czech Republic,Master’s degree,10-20 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,50-249 employees,"60,000-69,999"
35-39,Woman,Argentina,Doctoral degree,1-3 years,Teacher / professor,Academics/Education,"1000-9,999 employees","5,000-7,499"
22-24,Man,India,I prefer not to answer,< 1 years,,,,
30-34,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
25-29,Man,United States of America,Master’s degree,1-3 years,,,,
30-34,Man,India,Master’s degree,5-10 years,Data Scientist,Medical/Pharmaceutical,0-49 employees,"10,000-14,999"
18-21,Man,Other,Doctoral degree,1-3 years,,,,
22-24,Man,Turkey,Bachelor’s degree,1-3 years,,,,
22-24,Man,Other,Master’s degree,3-5 years,,,,
22-24,Woman,Spain,Master’s degree,< 1 years,,,,
18-21,Prefer not to say,India,Bachelor’s degree,3-5 years,,,,
25-29,Man,Cameroon,Master’s degree,1-3 years,,,,
25-29,Man,United States of America,Master’s degree,1-3 years,,,,
25-29,Prefer not to say,India,Professional doctorate,< 1 years,,,,
18-21,Man,Nigeria,Master’s degree,< 1 years,,,,
30-34,Man,India,Master’s degree,10-20 years,Data Scientist,Computers/Technology,"10,000 or more employees","30,000-39,999"
35-39,Man,India,I prefer not to answer,< 1 years,Currently not employed,,,
40-44,Woman,India,I prefer not to answer,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"10,000 or more employees",
22-24,Woman,United States of America,Master’s degree,I have never written code,,,,
35-39,Woman,Brazil,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,"1000-9,999 employees","1,000-1,999"
55-59,Man,Italy,Professional doctorate,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Government/Public Service,"10,000 or more employees",
18-21,Man,India,Master’s degree,1-3 years,,,,
30-34,Man,Israel,Bachelor’s degree,1-3 years,Machine Learning/ MLops Engineer,Computers/Technology,0-49 employees,"60,000-69,999"
45-49,Woman,United States of America,Some college/university study without earning a bachelor’s degree,I have never written code,Currently not employed,,,
25-29,Man,Other,Master’s degree,5-10 years,Statistician,Accounting/Finance,"1000-9,999 employees","4,000-4,999"
35-39,Man,Nigeria,Bachelor’s degree,I have never written code,Other,Shipping/Transportation,"1000-9,999 employees","10,000-14,999"
18-21,Prefer not to say,India,Bachelor’s degree,3-5 years,,,,
35-39,Man,Colombia,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Government/Public Service,250-999 employees,
50-54,Woman,India,Bachelor’s degree,< 1 years,,,,
45-49,Man,Peru,Master’s degree,20+ years,Software Engineer,Computers/Technology,0-49 employees,"15,000-19,999"
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
18-21,Man,India,,,,,,
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
35-39,Man,Brazil,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Accounting/Finance,"1000-9,999 employees","90,000-99,999"
30-34,Woman,Other,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,250-999 employees,"70,000-79,999"
18-21,Man,Other,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
25-29,Man,United States of America,,,,,,
40-44,Woman,Brazil,I prefer not to answer,I have never written code,,,,
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
30-34,Man,Other,Professional doctorate,,,,,
18-21,Prefer not to say,Israel,Doctoral degree,5-10 years,,,,
50-54,Man,Australia,Master’s degree,20+ years,,,,
25-29,Man,South Korea,Bachelor’s degree,< 1 years,,,,
25-29,Man,Italy,Master’s degree,5-10 years,,,,
35-39,Man,United States of America,Master’s degree,3-5 years,Data Scientist,Government/Public Service,250-999 employees,"150,000-199,999"
45-49,Man,Pakistan,Master’s degree,< 1 years,Research Scientist,Government/Public Service,"1000-9,999 employees","15,000-19,999"
22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
22-24,Man,India,Master’s degree,1-3 years,,,,
25-29,Man,India,Bachelor’s degree,< 1 years,,,,
25-29,Man,Other,Bachelor’s degree,3-5 years,Software Engineer,Computers/Technology,0-49 employees,"2,000-2,999"
22-24,Man,Mexico,Master’s degree,3-5 years,,,,
22-24,Man,India,Master’s degree,1-3 years,,,,
18-21,Man,Indonesia,Bachelor’s degree,< 1 years,,,,
18-21,Woman,Indonesia,Master’s degree,1-3 years,,,,
50-54,Man,United States of America,Master’s degree,20+ years,Engineer (non-software),Other,"10,000 or more employees","150,000-199,999"
22-24,Man,United States of America,Bachelor’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Other,"10,000 or more employees","40,000-49,999"
30-34,Man,Turkey,Bachelor’s degree,3-5 years,Software Engineer,Computers/Technology,"1000-9,999 employees","30,000-39,999"
25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,3-5 years,,,,
18-21,Man,India,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
25-29,Man,Ethiopia,Doctoral degree,1-3 years,,,,
18-21,Woman,India,Master’s degree,< 1 years,,,,
18-21,Woman,Tunisia,Bachelor’s degree,1-3 years,,,,
25-29,Man,Ecuador,Master’s degree,I have never written code,Engineer (non-software),Other,250-999 employees,$0-999
45-49,Man,Japan,No formal education past high school,10-20 years,Software Engineer,Computers/Technology,0-49 employees,"60,000-69,999"
40-44,Man,Ecuador,Master’s degree,10-20 years,,,,
40-44,Man,Other,Master’s degree,I have never written code,"Manager (Program, Project, Operations, Executive-level, etc)",Computers/Technology,0-49 employees,
22-24,Woman,India,Master’s degree,< 1 years,Statistician,Marketing/CRM,0-49 employees,
25-29,Man,India,Master’s degree,1-3 years,Currently not employed,,,
50-54,Man,Philippines,Master’s degree,I have never written code,,,,
18-21,Man,Taiwan,Bachelor’s degree,< 1 years,,,,
22-24,Woman,United States of America,Master’s degree,1-3 years,,,,
45-49,Man,Singapore,Master’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Government/Public Service,"1000-9,999 employees","90,000-99,999"
22-24,Man,United States of America,Bachelor’s degree,3-5 years,Currently not employed,,,
30-34,Man,Pakistan,Bachelor’s degree,< 1 years,,,,
22-24,Man,Bangladesh,Master’s degree,< 1 years,,,,
40-44,Man,United States of America,Doctoral degree,10-20 years,Data Scientist,Computers/Technology,0-49 employees,"150,000-199,999"
25-29,Man,Other,I prefer not to answer,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Marketing/CRM,0-49 employees,$0-999
25-29,Man,South Korea,I prefer not to answer,3-5 years,Software Engineer,Computers/Technology,0-49 employees,"3,000-3,999"
35-39,Man,Other,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,0-49 employees,
22-24,Man,Nigeria,Bachelor’s degree,1-3 years,,,,
40-44,Man,Other,Bachelor’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Shipping/Transportation,"1000-9,999 employees","60,000-69,999"
30-34,Man,Other,Master’s degree,1-3 years,Software Engineer,Computers/Technology,0-49 employees,"7,500-9,999"
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
45-49,Man,Hong Kong (S.A.R.),Master’s degree,5-10 years,Research Scientist,Computers/Technology,0-49 employees,
30-34,Man,Mexico,Master’s degree,I have never written code,,,,
22-24,Woman,India,No formal education past high school,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Online Service/Internet-based Services,0-49 employees,$0-999
18-21,Man,Colombia,Bachelor’s degree,1-3 years,,,,
22-24,Man,Other,Bachelor’s degree,1-3 years,,,,
25-29,Man,India,Bachelor’s degree,3-5 years,Data Scientist,Accounting/Finance,50-249 employees,"15,000-19,999"
60-69,Man,Mexico,Master’s degree,10-20 years,,,,
22-24,Woman,Japan,Bachelor’s degree,1-3 years,Data Engineer,Marketing/CRM,250-999 employees,"3,000-3,999"
50-54,Woman,India,Master’s degree,I have never written code,Currently not employed,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
22-24,Woman,Tunisia,Bachelor’s degree,< 1 years,,,,
25-29,Woman,United States of America,Master’s degree,3-5 years,Software Engineer,Shipping/Transportation,"1000-9,999 employees","80,000-89,999"
22-24,Woman,India,Master’s degree,,,,,
18-21,Woman,India,Bachelor’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Academics/Education,250-999 employees,"3,000-3,999"
40-44,Man,India,Doctoral degree,1-3 years,,,,
25-29,Man,Japan,Some college/university study without earning a bachelor’s degree,< 1 years,Software Engineer,Computers/Technology,250-999 employees,"20,000-24,999"
22-24,Woman,India,Bachelor’s degree,3-5 years,,,,
18-21,Man,Indonesia,Bachelor’s degree,< 1 years,,,,
25-29,Man,India,Master’s degree,1-3 years,,,,
22-24,Man,Kenya,Master’s degree,< 1 years,,,,
22-24,Woman,India,,,,,,
22-24,Man,India,Master’s degree,I have never written code,Currently not employed,,,
25-29,Man,India,Bachelor’s degree,1-3 years,Engineer (non-software),Broadcasting/Communications,250-999 employees,$0-999
60-69,Man,Japan,Bachelor’s degree,20+ years,Software Engineer,Computers/Technology,"10,000 or more employees",$0-999
25-29,Man,India,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,0-49 employees,"100,000-124,999"
35-39,Man,Turkey,Doctoral degree,5-10 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
40-44,Man,Mexico,I prefer not to answer,10-20 years,Software Engineer,Medical/Pharmaceutical,250-999 employees,"2,000-2,999"
25-29,Woman,United States of America,Master’s degree,< 1 years,,,,
55-59,Man,"Iran, Islamic Republic of...",Master’s degree,20+ years,Other,Academics/Education,0-49 employees,"4,000-4,999"
22-24,Woman,India,Master’s degree,1-3 years,,,,
40-44,Woman,Russia,Master’s degree,1-3 years,Teacher / professor,Academics/Education,250-999 employees,$0-999
30-34,Man,India,Master’s degree,5-10 years,Data Scientist,Medical/Pharmaceutical,0-49 employees,"30,000-39,999"
50-54,Woman,India,I prefer not to answer,20+ years,Teacher / professor,Academics/Education,250-999 employees,"2,000-2,999"
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,Software Engineer,Energy/Mining,50-249 employees,"7,500-9,999"
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
45-49,Woman,United States of America,Doctoral degree,5-10 years,Statistician,Medical/Pharmaceutical,50-249 employees,"150,000-199,999"
25-29,Man,Other,Master’s degree,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Government/Public Service,50-249 employees,$0-999
22-24,Man,Viet Nam,I prefer not to answer,1-3 years,,,,
30-34,Man,India,Master’s degree,I have never written code,Currently not employed,,,
25-29,Man,Bangladesh,Bachelor’s degree,1-3 years,,,,
30-34,Man,Chile,Master’s degree,5-10 years,"Manager (Program, Project, Operations, Executive-level, etc)",Energy/Mining,0-49 employees,"25,000-29,999"
40-44,Man,United States of America,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"1000-9,999 employees","100,000-124,999"
18-21,Man,India,Bachelor’s degree,< 1 years,Software Engineer,Computers/Technology,50-249 employees,"3,000-3,999"
40-44,Woman,United States of America,Bachelor’s degree,10-20 years,Data Scientist,Manufacturing/Fabrication,250-999 employees,"150,000-199,999"
18-21,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,India,Bachelor’s degree,1-3 years,Data Engineer,Medical/Pharmaceutical,50-249 employees,"10,000-14,999"
50-54,Woman,Brazil,Bachelor’s degree,3-5 years,,,,
30-34,Woman,Russia,I prefer not to answer,< 1 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,50-249 employees,"10,000-14,999"
40-44,Man,South Korea,Master’s degree,,,,,
25-29,Woman,Mexico,Bachelor’s degree,< 1 years,Data Scientist,Shipping/Transportation,0-49 employees,"7,500-9,999"
45-49,Woman,United States of America,Master’s degree,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,"10,000 or more employees",
40-44,Man,Mexico,Master’s degree,10-20 years,Software Engineer,Academics/Education,"1000-9,999 employees","7,500-9,999"
22-24,Man,India,Bachelor’s degree,1-3 years,,,,
22-24,Man,Thailand,I prefer not to answer,< 1 years,,,,
35-39,Man,Egypt,Professional doctorate,5-10 years,,,,
30-34,Woman,Egypt,I prefer not to answer,I have never written code,,,,
18-21,Man,Mexico,Bachelor’s degree,1-3 years,,,,
25-29,Man,India,Bachelor’s degree,I have never written code,Engineer (non-software),Shipping/Transportation,"1000-9,999 employees",$0-999
22-24,Woman,India,Bachelor’s degree,1-3 years,,,,
22-24,Woman,Nigeria,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
35-39,Woman,Japan,Bachelor’s degree,10-20 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Accounting/Finance,"1000-9,999 employees",
50-54,Man,Netherlands,Master’s degree,20+ years,Software Engineer,Energy/Mining,0-49 employees,"60,000-69,999"
25-29,Man,Other,Master’s degree,3-5 years,Data Scientist,Computers/Technology,"10,000 or more employees","60,000-69,999"
22-24,Man,Pakistan,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
22-24,Woman,Tunisia,Master’s degree,3-5 years,,,,
30-34,Man,Colombia,Master’s degree,I have never written code,,,,
18-21,Man,Viet Nam,Bachelor’s degree,1-3 years,,,,
25-29,Woman,India,No formal education past high school,< 1 years,Currently not employed,,,
35-39,Man,Pakistan,Master’s degree,I have never written code,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Medical/Pharmaceutical,"1000-9,999 employees",
45-49,Man,South Korea,I prefer not to answer,1-3 years,Teacher / professor,Academics/Education,0-49 employees,"5,000-7,499"
30-34,Man,Japan,Doctoral degree,3-5 years,Teacher / professor,Academics/Education,"1000-9,999 employees","50,000-59,999"
30-34,Man,Colombia,Master’s degree,1-3 years,Teacher / professor,Academics/Education,250-999 employees,"7,500-9,999"
30-34,Man,United States of America,Master’s degree,10-20 years,,,,
18-21,Woman,India,Some college/university study without earning a bachelor’s degree,< 1 years,,,,
25-29,Man,India,I prefer not to answer,I have never written code,Engineer (non-software),Manufacturing/Fabrication,"10,000 or more employees",
18-21,Man,India,Master’s degree,1-3 years,,,,
18-21,Man,Peru,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
45-49,Man,Other,Master’s degree,5-10 years,Data Scientist,Marketing/CRM,"10,000 or more employees","70,000-79,999"
25-29,Man,India,Master’s degree,3-5 years,,,,
18-21,Man,I do not wish to disclose my location,Master’s degree,,,,,
25-29,Man,Egypt,Bachelor’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Energy/Mining,"1000-9,999 employees",$0-999
30-34,Man,Brazil,Master’s degree,1-3 years,Currently not employed,,,
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
25-29,Man,Taiwan,Master’s degree,3-5 years,,,,
22-24,Man,United States of America,Bachelor’s degree,3-5 years,,,,
30-34,Woman,United States of America,Master’s degree,1-3 years,Data Engineer,Computers/Technology,"1000-9,999 employees",
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,5-10 years,Machine Learning/ MLops Engineer,Online Service/Internet-based Services,50-249 employees,"90,000-99,999"
22-24,Man,Pakistan,Bachelor’s degree,< 1 years,,,,
30-34,Man,Russia,I prefer not to answer,1-3 years,Currently not employed,,,
40-44,Man,Other,,,,,,
18-21,Woman,India,Master’s degree,1-3 years,,,,
22-24,Man,Egypt,Bachelor’s degree,< 1 years,,,,
30-34,Man,India,Doctoral degree,< 1 years,,,,
25-29,Man,Other,Doctoral degree,1-3 years,,,,
45-49,Man,India,I prefer not to answer,5-10 years,,,,
45-49,Man,Brazil,Bachelor’s degree,10-20 years,,,,
18-21,Man,Other,Bachelor’s degree,I have never written code,,,,
22-24,Man,United States of America,Bachelor’s degree,5-10 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Retail/Sales,50-249 employees,"70,000-79,999"
50-54,Man,Germany,Doctoral degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Retail/Sales,"10,000 or more employees","100,000-124,999"
40-44,Man,India,Master’s degree,< 1 years,Engineer (non-software),Computers/Technology,"10,000 or more employees","25,000-29,999"
22-24,Man,India,I prefer not to answer,< 1 years,Data Scientist,Computers/Technology,0-49 employees,$0-999
22-24,Woman,India,Master’s degree,< 1 years,,,,
30-34,Man,United States of America,Some college/university study without earning a bachelor’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Accounting/Finance,"1000-9,999 employees","$500,000-999,999"
35-39,Man,India,Doctoral degree,5-10 years,Teacher / professor,Government/Public Service,250-999 employees,"2,000-2,999"
35-39,Man,United States of America,Bachelor’s degree,I have never written code,Other,Shipping/Transportation,"10,000 or more employees","30,000-39,999"
18-21,Man,Colombia,Some college/university study without earning a bachelor’s degree,,,,,
22-24,Man,India,Master’s degree,< 1 years,,,,
22-24,Woman,China,Master’s degree,< 1 years,,,,
30-34,Man,Other,Master’s degree,3-5 years,Data Scientist,Shipping/Transportation,"10,000 or more employees","40,000-49,999"
45-49,Man,Japan,Master’s degree,1-3 years,Data Engineer,Accounting/Finance,"10,000 or more employees","10,000-14,999"
35-39,Man,Other,I prefer not to answer,3-5 years,,,,
55-59,Woman,India,Master’s degree,20+ years,Teacher / professor,Academics/Education,50-249 employees,"2,000-2,999"
25-29,Woman,Japan,I prefer not to answer,3-5 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",,,
18-21,Woman,India,Bachelor’s degree,1-3 years,,,,
18-21,Woman,United States of America,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
45-49,Man,Other,Master’s degree,10-20 years,Data Scientist,Other,"10,000 or more employees",
22-24,Woman,India,I prefer not to answer,I have never written code,,,,
18-21,Man,India,Master’s degree,1-3 years,,,,
22-24,Man,Pakistan,Master’s degree,< 1 years,,,,
25-29,Man,India,I prefer not to answer,< 1 years,Currently not employed,,,
30-34,Man,South Korea,Bachelor’s degree,< 1 years,Currently not employed,,,
40-44,Man,Thailand,I prefer not to answer,5-10 years,Data Engineer,Non-profit/Service,0-49 employees,$0-999
45-49,Man,Portugal,Doctoral degree,20+ years,Research Scientist,Medical/Pharmaceutical,50-249 employees,"50,000-59,999"
22-24,Woman,Morocco,Doctoral degree,1-3 years,,,,
35-39,Man,Spain,Doctoral degree,20+ years,Data Scientist,Accounting/Finance,50-249 employees,"60,000-69,999"
22-24,Man,Nigeria,Some college/university study without earning a bachelor’s degree,1-3 years,,,,
55-59,Man,Japan,Bachelor’s degree,20+ years,,,,
55-59,Woman,India,Some college/university study without earning a bachelor’s degree,20+ years,"Manager (Program, Project, Operations, Executive-level, etc)",Other,0-49 employees,"4,000-4,999"
30-34,Man,United States of America,Master’s degree,10-20 years,Data Scientist,Marketing/CRM,250-999 employees,
45-49,Woman,India,Bachelor’s degree,20+ years,Data Architect,Computers/Technology,0-49 employees,"20,000-24,999"
22-24,Woman,Indonesia,,,,,,
22-24,Man,India,Master’s degree,,,,,
22-24,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,< 1 years,,,,
25-29,Man,Other,Doctoral degree,1-3 years,,,,
22-24,Man,China,I prefer not to answer,3-5 years,,,,
25-29,Woman,Hong Kong (S.A.R.),Master’s degree,1-3 years,Other,Shipping/Transportation,"1000-9,999 employees","60,000-69,999"
22-24,Man,Turkey,Bachelor’s degree,5-10 years,,,,
25-29,Man,Sri Lanka,Master’s degree,1-3 years,"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",Computers/Technology,"1000-9,999 employees",
40-44,Man,"Iran, Islamic Republic of...",Master’s degree,1-3 years,Research Scientist,Academics/Education,0-49 employees,"1,000-1,999"
18-21,Woman,India,Master’s degree,< 1 years,,,,
45-49,Man,United States of America,Bachelor’s degree,5-10 years,Data Engineer,Computers/Technology,"10,000 or more employees","90,000-99,999"
22-24,Man,Egypt,Bachelor’s degree,< 1 years,,,,
40-44,Man,Brazil,Master’s degree,1-3 years,,,,
18-21,Man,India,Bachelor’s degree,< 1 years,,,,
30-34,Woman,Brazil,Doctoral degree,1-3 years,,,,
25-29,Man,India,Master’s degree,< 1 years,,,,
50-54,Woman,Mexico,Master’s degree,5-10 years,,,,
40-44,Woman,India,Doctoral degree,3-5 years,Currently not employed,,,
45-49,Woman,United States of America,Master’s degree,10-20 years,"Manager (Program, Project, Operations, Executive-level, etc)",Government/Public Service,"1000-9,999 employees","150,000-199,999"
22-24,Woman,Morocco,Master’s degree,3-5 years,,,,
50-54,Man,Thailand,Doctoral degree,3-5 years,,,,
